frequency_original_axis,alpha2F_derived,phonon_DOS_original_ordinate_units,source_row_zero_based
0.050025010000000002,3.3605439999999998e-86,7.1119019999999999e-07,35
0.050819099999999999,3.3605439999999998e-86,7.3375010000000001e-07,36
0.052458400000000002,3.3605439999999998e-86,7.818524e-07,37
0.054097699999999999,3.3605439999999998e-86,8.314817e-07,38
0.055737099999999998,3.3605439999999998e-86,8.8263809999999996e-07,39
0.057376400000000001,3.3605439999999998e-86,9.3532150000000003e-07,40
0.059015699999999997,3.3605439999999998e-86,9.8953200000000005e-07,41
0.060030020000000003,3.3605439999999998e-86,1.0240169999999999e-06,42
0.060655100000000003,3.3605439999999998e-86,1.04527e-06,43
0.0622944,3.3605439999999998e-86,1.1025339999999999e-06,44
0.063933699999999996,3.3605439999999998e-86,1.1613260000000001e-06,45
0.065573099999999995,3.3605439999999998e-86,1.221644e-06,46
0.067212400000000005,3.3605439999999998e-86,1.28349e-06,47
0.068851700000000002,3.3605439999999998e-86,1.346863e-06,48
0.070035020000000003,3.3605439999999998e-86,1.3937079999999999e-06,49
0.070491100000000001,3.3605439999999998e-86,1.411763e-06,50
0.072130399999999997,3.3605439999999998e-86,1.47819e-06,51
0.073769699999999994,3.3605439999999998e-86,1.5461440000000001e-06,52
0.075409100000000007,3.3605439999999998e-86,1.6156250000000001e-06,53
0.077048400000000003,3.3605439999999998e-86,1.6866329999999999e-06,54
0.078687699999999999,3.3605439999999998e-86,1.759168e-06,55
0.080040020000000003,3.3605439999999998e-86,1.8202609999999999e-06,56
0.080327099999999999,3.3605439999999998e-86,1.8332300000000001e-06,57
0.081966399999999995,3.3605439999999998e-86,1.90882e-06,58
0.083605799999999994,3.3605439999999998e-86,1.9859360000000001e-06,59
0.085245100000000004,3.3605439999999998e-86,2.0645790000000002e-06,60
0.086884400000000001,3.3605439999999998e-86,2.1447500000000001e-06,61
0.0885238,3.3605439999999998e-86,2.2264469999999998e-06,62
0.090045020000000003,3.3605439999999998e-86,2.3036770000000001e-06,63
0.090163099999999996,3.3605439999999998e-86,2.3096720000000002e-06,64
0.091802400000000006,3.3605439999999998e-86,2.3944229999999999e-06,65
0.093441800000000005,3.3605439999999998e-86,2.4807019999999999e-06,66
0.095081100000000002,3.3605439999999998e-86,2.5685079999999999e-06,67
0.096720399999999998,3.3605439999999998e-86,2.6578409999999999e-06,68
0.098359799999999997,3.3605439999999998e-86,2.7487e-06,69
0.099999099999999994,3.3605439999999998e-86,2.8410870000000001e-06,70
0.10005,3.3605439999999998e-86,2.8440050000000001e-06,71
0.10163800000000001,3.3605439999999998e-86,2.9350010000000001e-06,72
0.10327799999999999,3.3605439999999998e-86,3.0304420000000001e-06,73
0.104917,3.3605439999999998e-86,3.1274100000000002e-06,74
0.106556,3.3605439999999998e-86,3.2259049999999998e-06,75
0.108196,3.3605439999999998e-86,3.3259280000000001e-06,76
0.109835,3.3605439999999998e-86,3.4274769999999998e-06,77
0.110055,3.3605439999999998e-86,3.4413139999999999e-06,78
0.111474,3.3605439999999998e-86,3.5305529999999999e-06,79
0.11311400000000001,3.3605439999999998e-86,3.635156e-06,80
0.11475299999999999,3.3605439999999998e-86,3.7412869999999999e-06,81
0.116392,3.3605439999999998e-86,3.8489440000000001e-06,82
0.118032,3.3605439999999998e-86,3.9581289999999996e-06,83
0.119671,3.3605439999999998e-86,4.0688400000000002e-06,84
0.12006,3.3605439999999998e-86,4.0954809999999997e-06,85
0.12131,3.3605439999999998e-86,4.1810789999999997e-06,86
0.12295,3.3605439999999998e-86,4.2948449999999997e-06,87
0.12458900000000001,3.3605439999999998e-86,4.4101369999999999e-06,88
0.12622800000000001,3.3605439999999998e-86,4.5269569999999999e-06,89
0.12786800000000001,3.3605439999999998e-86,4.6453040000000003e-06,90
0.12950700000000001,3.3605439999999998e-86,4.7651780000000004e-06,91
0.13006499999999999,3.3605439999999998e-86,4.8065109999999997e-06,92
0.13114600000000001,3.3605439999999998e-86,4.886579e-06,93
0.13278599999999999,3.3605439999999998e-86,5.009507e-06,94
0.13442499999999999,3.3605439999999998e-86,5.1339619999999997e-06,95
0.13606399999999999,3.3605439999999998e-86,5.2599439999999998e-06,96
0.13770399999999999,3.3605439999999998e-86,5.3874530000000003e-06,97
0.13934299999999999,3.3605439999999998e-86,5.5164890000000004e-06,98
0.14007,3.3605439999999998e-86,5.5744049999999999e-06,99
0.140982,3.3605439999999998e-86,5.6470530000000003e-06,100
0.142622,3.3605439999999998e-86,5.7791430000000004e-06,101
0.144261,3.3605439999999998e-86,5.9127600000000001e-06,102
0.1459,3.3605439999999998e-86,6.0479049999999997e-06,103
0.14754,3.3605439999999998e-86,6.1845760000000002e-06,104
0.14917900000000001,3.3605439999999998e-86,6.3227749999999998e-06,105
0.15007499999999999,3.3605439999999998e-86,6.3991630000000001e-06,106
0.15081800000000001,3.3605439999999998e-86,6.4625009999999998e-06,107
0.15245800000000001,3.3605439999999998e-86,6.603753e-06,108
0.15409700000000001,3.3605439999999998e-86,6.746533e-06,109
0.15573600000000001,3.3605439999999998e-86,6.8908400000000004e-06,110
0.15737599999999999,3.3605439999999998e-86,7.0366739999999996e-06,111
0.15901499999999999,3.3605439999999998e-86,7.1840350000000001e-06,112
0.16008,3.3605439999999998e-86,7.2807840000000002e-06,113
0.16065399999999999,3.3605439999999998e-86,7.3329230000000001e-06,114
0.16229399999999999,3.3605439999999998e-86,7.4833379999999998e-06,115
0.163933,3.3605439999999998e-86,7.6352799999999999e-06,116
0.165572,3.3605439999999998e-86,7.7887489999999995e-06,117
0.167212,3.3605439999999998e-86,7.9437449999999996e-06,118
0.168851,3.3605439999999998e-86,8.1002680000000001e-06,119
0.17008499999999999,3.3605439999999998e-86,8.2191959999999999e-06,120
0.170491,3.3605439999999998e-86,8.2583190000000005e-06,121
0.17213000000000001,3.3605439999999998e-86,8.4178960000000002e-06,122
0.17376900000000001,3.3605439999999998e-86,8.5790000000000004e-06,123
0.17540900000000001,3.3605439999999998e-86,8.7416320000000003e-06,124
0.17704800000000001,3.3605439999999998e-86,8.9057899999999997e-06,125
0.17868700000000001,3.3605439999999998e-86,9.0714760000000005e-06,126
0.18009,3.3605439999999998e-86,9.2145290000000006e-06,127
0.18032699999999999,3.3605439999999998e-86,9.2386890000000001e-06,128
0.18196599999999999,3.3605439999999998e-86,9.4074280000000007e-06,129
0.18360499999999999,3.3605439999999998e-86,9.5776949999999994e-06,130
0.18524499999999999,3.3605439999999998e-86,9.7494890000000003e-06,131
0.18688399999999999,3.3605439999999998e-86,9.92281e-06,132
0.188523,3.3605439999999998e-86,1.009766e-05,133
0.19009499999999999,3.3605439999999998e-86,1.0266719999999999e-05,134
0.190163,3.3605439999999998e-86,1.0274030000000001e-05,135
0.191802,3.3605439999999998e-86,1.0451929999999999e-05,136
0.193441,3.3605439999999998e-86,1.063136e-05,137
0.195081,3.3605439999999998e-86,1.081232e-05,138
0.19672000000000001,3.3605439999999998e-86,1.09948e-05,139
0.19835900000000001,3.3605439999999998e-86,1.1178809999999999e-05,140
0.19999900000000001,3.3605439999999998e-86,1.1364350000000001e-05,141
0.2001001,3.3605439999999998e-86,1.1375879999999999e-05,142
0.20163800000000001,3.3605439999999998e-86,1.1551420000000001e-05,143
0.20327700000000001,3.3605439999999998e-86,1.174001e-05,144
0.20491699999999999,3.3605439999999998e-86,1.1930119999999999e-05,145
0.20655599999999999,3.3605439999999998e-86,1.2121769999999999e-05,146
0.20819499999999999,3.3605439999999998e-86,1.2314940000000001e-05,147
0.20983499999999999,3.3605439999999998e-86,1.2509640000000001e-05,148
0.21010509999999999,3.3605439999999998e-86,1.2541970000000001e-05,149
0.211474,3.3605439999999998e-86,1.2705869999999999e-05,150
0.213113,3.3605439999999998e-86,1.2903619999999999e-05,151
0.214753,3.3605439999999998e-86,1.31029e-05,152
0.216392,3.3605439999999998e-86,1.330371e-05,153
0.218031,3.3605439999999998e-86,1.3506049999999999e-05,154
0.21967100000000001,3.3605439999999998e-86,1.370991e-05,155
0.2201101,3.3605439999999998e-86,1.376493e-05,156
0.22131000000000001,3.3605439999999998e-86,1.39153e-05,157
0.22294900000000001,3.3605439999999998e-86,1.4122210000000001e-05,158
0.22458900000000001,3.3605439999999998e-86,1.433066e-05,159
0.22622800000000001,3.3605439999999998e-86,1.454063e-05,160
0.22786699999999999,3.3605439999999998e-86,1.475212e-05,161
0.22950699999999999,3.3605439999999998e-86,1.496515e-05,162
0.23011509999999999,3.3605439999999998e-86,1.504475e-05,163
0.23114599999999999,3.3605439999999998e-86,1.51797e-05,164
0.23278499999999999,3.3605439999999998e-86,1.5395780000000001e-05,165
0.23442499999999999,3.3605439999999998e-86,1.5613380000000001e-05,166
0.236064,3.3605439999999998e-86,1.5832519999999999e-05,167
0.237703,3.3605439999999998e-86,1.6053179999999999e-05,168
0.239343,3.3605439999999998e-86,1.6275360000000001e-05,169
0.2401201,3.3605439999999998e-86,1.6381430000000001e-05,170
0.240982,3.3605439999999998e-86,1.6499080000000001e-05,171
0.242621,3.3605439999999998e-86,1.672432e-05,172
0.24426100000000001,3.3605439999999998e-86,1.695109e-05,173
0.24590000000000001,3.3605439999999998e-86,1.7179379999999999e-05,174
0.24753900000000001,3.3605439999999998e-86,1.7409199999999999e-05,175
0.24917900000000001,3.3605439999999998e-86,1.7640549999999998e-05,176
0.25012509999999999,3.3605439999999998e-86,1.777497e-05,177
0.25081799999999999,3.3605439999999998e-86,1.7873429999999999e-05,178
0.25245699999999999,3.3605439999999998e-86,1.8107829999999998e-05,179
0.25409700000000002,3.3605439999999998e-86,1.8343759999999999e-05,180
0.25573600000000002,3.3605439999999998e-86,1.8581219999999999e-05,181
0.25737500000000002,3.3605439999999998e-86,1.88202e-05,182
0.259015,3.3605439999999998e-86,1.9060709999999999e-05,183
0.26013009999999998,3.3605439999999998e-86,1.9225379999999999e-05,184
0.260654,3.3605439999999998e-86,1.9302750000000001e-05,185
0.262293,3.3605439999999998e-86,1.9546320000000001e-05,186
0.26393299999999997,3.3605439999999998e-86,1.9791409999999999e-05,187
0.26557199999999997,3.3605439999999998e-86,2.0038029999999999e-05,188
0.26721099999999998,3.3605439999999998e-86,2.0286180000000001e-05,189
0.26885100000000001,3.3605439999999998e-86,2.0535850000000001e-05,190
0.27013510000000002,3.3605439999999998e-86,2.0732649999999999e-05,191
0.27049000000000001,3.3605439999999998e-86,2.0787049999999999e-05,192
0.27212900000000001,3.3605439999999998e-86,2.103978e-05,193
0.27376899999999998,3.3605439999999998e-86,2.1294029999999998e-05,194
0.27540799999999999,3.3605439999999998e-86,2.1549809999999999e-05,195
0.27704699999999999,3.3605439999999998e-86,2.1807120000000001e-05,196
0.27868700000000002,3.3605439999999998e-86,2.2065959999999999e-05,197
0.2801401,3.3605439999999998e-86,2.2296789999999999e-05,198
0.28032600000000002,3.3605439999999998e-86,2.2326320000000001e-05,199
0.28196500000000002,3.3605439999999998e-86,2.2588209999999999e-05,200
0.283605,3.3605439999999998e-86,2.2851629999999999e-05,201
0.285244,3.3605439999999998e-86,2.3116569999999999e-05,202
0.286883,3.3605439999999998e-86,2.338305e-05,203
0.28852299999999997,3.3605439999999998e-86,2.365104e-05,204
0.29014509999999999,3.3605439999999998e-86,2.3917789999999999e-05,205
0.29016199999999998,3.3605439999999998e-86,2.3920570000000001e-05,206
0.29180099999999998,3.3605439999999998e-86,2.4191619999999999e-05,207
0.29344100000000001,3.3605439999999998e-86,2.4464199999999999e-05,208
0.29508000000000001,3.3605439999999998e-86,2.4738310000000001e-05,209
0.29671900000000001,3.3605439999999998e-86,2.5013940000000001e-05,210
0.29835899999999999,3.3605439999999998e-86,2.5291099999999999e-05,211
0.29999799999999999,3.3605439999999998e-86,2.556979e-05,212
0.30015009999999998,3.3605439999999998e-86,2.5595789999999999e-05,213
0.30163699999999999,3.3605509999999998e-86,2.5850000000000002e-05,214
0.30327700000000002,3.3605589999999998e-86,2.6131749999999999e-05,215
0.30491600000000002,3.3605659999999998e-86,2.6415019999999998e-05,216
0.30655500000000002,3.3605739999999999e-86,2.6699809999999999e-05,217
0.308195,3.3605809999999999e-86,2.6986130000000001e-05,218
0.309834,3.360589e-86,2.7273979999999999e-05,219
0.31015510000000002,3.3605900000000001e-86,2.733067e-05,220
0.311473,3.3609049999999999e-86,2.7563360000000002e-05,221
0.31311299999999997,3.3612960000000001e-86,2.785427e-05,222
0.31475199999999998,3.3616860000000002e-86,2.8146699999999999e-05,223
0.31639099999999998,3.3620769999999997e-86,2.8440660000000001e-05,224
0.31803100000000001,3.3624679999999999e-86,2.873614e-05,225
0.31967000000000001,3.3628590000000001e-86,2.9033149999999998e-05,226
0.3201601,3.3629760000000003e-86,2.9122419999999999e-05,227
0.32130900000000001,3.3674620000000003e-86,2.9331689999999998e-05,228
0.32294899999999999,3.3738649999999997e-86,2.963176e-05,229
0.32458799999999999,3.3802650000000003e-86,2.993335e-05,230
0.32622699999999999,3.3866650000000001e-86,3.0236469999999999e-05,231
0.32786700000000002,3.3930680000000003e-86,3.0541119999999999e-05,232
0.32950600000000002,3.3994680000000001e-86,3.0847299999999999e-05,233
0.33016509999999999,3.4020410000000004e-86,3.0971030000000001e-05,234
0.33114500000000002,3.4634620000000001e-86,3.1155000000000002e-05,235
0.332785,3.5662569999999997e-86,3.1464229999999998e-05,236
0.334424,3.668988e-86,3.1774979999999998e-05,237
0.336063,3.7717199999999998e-86,3.2087269999999998e-05,238
0.33770299999999998,3.8745150000000001e-86,3.2401080000000003e-05,239
0.33934199999999998,3.9772469999999998e-86,3.2716409999999998e-05,240
0.34017009999999998,4.0291509999999998e-86,3.2876500000000003e-05,241
0.34098099999999998,4.8288849999999998e-86,3.303328e-05,242
0.34262100000000001,6.4462739999999995e-86,3.3351669999999999e-05,243
0.34426000000000001,8.0626760000000007e-86,3.3671589999999997e-05,244
0.34589900000000001,9.6790780000000003e-86,3.399303e-05,245
0.34753899999999999,1.129647e-85,3.4316000000000001e-05,246
0.34917799999999999,1.2912870000000001e-85,3.4640500000000001e-05,247
0.35017510000000002,1.389621e-85,3.4838839999999999e-05,248
0.35081699999999999,2.3659209999999999e-85,3.496653e-05,249
0.35245700000000002,4.8602359999999998e-85,3.5294079999999997e-05,250
0.35409600000000002,7.3530299999999999e-85,3.5623159999999999e-05,251
0.35573500000000002,9.8458249999999996e-85,3.5953769999999999e-05,252
0.357375,1.2340139999999999e-84,3.6285909999999998e-05,253
0.359014,1.483293e-84,3.6619570000000002e-05,254
0.3601801,1.660647e-84,3.6858040000000001e-05,255
0.360653,2.7478620000000001e-84,3.6954759999999998e-05,256
0.36229299999999998,6.5182049999999999e-84,3.7291469999999998e-05,257
0.36393199999999998,1.028625e-83,3.7629719999999998e-05,258
0.36557099999999998,1.405429e-83,3.7969490000000002e-05,259
0.36721100000000001,1.7824639999999999e-83,3.8310779999999998e-05,260
0.36885000000000001,2.1592680000000001e-83,3.8653609999999999e-05,261
0.37018509999999999,2.466204e-83,3.8934109999999998e-05,262
0.37048900000000001,3.5013469999999998e-83,3.8997959999999999e-05,263
0.37212899999999999,9.0873690000000004e-83,3.9343839999999997e-05,264
0.37376799999999999,1.4669979999999999e-82,3.969124e-05,265
0.37540699999999999,2.0252600000000001e-82,4.0040170000000001e-05,266
0.37704700000000002,2.5838619999999999e-82,4.0390630000000001e-05,267
0.37868600000000002,3.142124e-82,4.074262e-05,268
0.38019009999999998,3.6544350000000001e-82,4.1067040000000001e-05,269
0.38032500000000002,4.3217030000000001e-82,4.1096130000000003e-05,270
0.381965,1.2433489999999999e-81,4.1451169999999998e-05,271
0.383604,2.0540320000000001e-81,4.1807739999999999e-05,272
0.385243,2.8647160000000001e-81,4.2165839999999998e-05,273
0.38688299999999998,3.6758940000000001e-81,4.2525460000000002e-05,274
0.38852199999999998,4.4865779999999996e-81,4.2886609999999998e-05,275
0.39016099999999998,5.297262e-81,4.3249279999999998e-05,276
0.39019510000000002,5.3141269999999999e-81,4.3256849999999999e-05,277
0.39180100000000001,1.661981e-80,4.3613489999999998e-05,278
0.39344000000000001,2.8158509999999999e-80,4.3979220000000002e-05,279
0.39507900000000001,3.9697209999999997e-80,4.4346469999999998e-05,280
0.39671899999999999,5.124294e-80,4.4715259999999999e-05,281
0.39835799999999999,6.2781640000000001e-80,4.5085569999999999e-05,282
0.39999699999999999,7.4320339999999995e-80,4.5457409999999997e-05,283
0.4002001,7.5750179999999994e-80,4.5503639999999999e-05,284
0.40163700000000002,2.1687420000000001e-79,4.583077e-05,285
0.40327600000000002,3.7784730000000001e-79,4.6205660000000001e-05,286
0.40491500000000002,5.3882040000000001e-79,4.6582080000000001e-05,287
0.406555,6.9989180000000005e-79,4.696003e-05,288
0.408194,8.6086490000000006e-79,4.7339500000000003e-05,289
0.409833,1.0218380000000001e-78,4.7720499999999998e-05,290
0.41020509999999999,1.0583840000000001e-78,4.7807299999999999e-05,291
0.41147299999999998,2.7611150000000002e-78,4.8103029999999999e-05,292
0.41311199999999998,4.9622210000000002e-78,4.8487079999999997e-05,293
0.41475099999999998,7.1633270000000002e-78,4.8872670000000002e-05,294
0.41639100000000001,9.3657749999999998e-78,4.9259779999999997e-05,295
0.41803000000000001,1.156688e-77,4.9648409999999998e-05,296
0.41966900000000001,1.376799e-77,5.0038569999999997e-05,297
0.42021009999999998,1.4494669999999999e-77,5.0167809999999998e-05,298
0.42130899999999999,3.42733e-77,5.0430260000000001e-05,299
0.42294799999999999,6.377311e-77,5.0823479999999997e-05,300
0.42458699999999999,9.3272910000000003e-77,5.1218219999999998e-05,301
0.42622700000000002,1.2279069999999999e-76,5.1614499999999999e-05,302
0.42786600000000002,1.522905e-76,5.2012290000000003e-05,303
0.42950500000000003,1.817903e-76,5.2411619999999999e-05,304
0.43021510000000002,1.945713e-76,5.2585189999999999e-05,305
0.431145,4.1442880000000002e-76,5.2812470000000001e-05,306
0.432784,8.0194299999999999e-76,5.3214850000000001e-05,307
0.434423,1.1894570000000001e-75,5.361876e-05,308
0.43606299999999998,1.5772079999999999e-75,5.4024190000000003e-05,309
0.43770199999999998,1.9647219999999999e-75,5.4431149999999998e-05,310
0.43934099999999998,2.3522359999999999e-75,5.4839639999999999e-05,311
0.4402201,2.5600869999999998e-75,5.5059419999999998e-05,312
0.44098100000000001,4.8763549999999996e-75,5.5249649999999997e-05,313
0.44262000000000001,9.8657289999999995e-75,5.5661190000000001e-05,314
0.44425900000000001,1.48551e-74,5.6074259999999997e-05,315
0.44589899999999999,1.984752e-74,5.6488859999999998e-05,316
0.44753799999999999,2.4836889999999999e-74,5.6904979999999997e-05,317
0.44917699999999999,2.982627e-74,5.7322630000000001e-05,318
0.45022509999999999,3.3016880000000001e-74,5.7590519999999998e-05,319
0.45081700000000002,5.5754979999999999e-74,5.7741809999999997e-05,320
0.45245600000000002,1.187192e-73,5.8162509999999998e-05,321
0.45409500000000003,1.8168349999999999e-73,5.8584739999999998e-05,322
0.455735,2.4468609999999998e-73,5.9008500000000003e-05,323
0.457374,3.076503e-73,5.9433789999999999e-05,324
0.459013,3.7061459999999997e-73,5.9860600000000001e-05,325
0.46023009999999998,4.173716e-73,6.0178489999999999e-05,326
0.46065299999999998,6.1831529999999995e-73,6.0288940000000001e-05,327
0.46229199999999998,1.397124e-72,6.0718799999999999e-05,328
0.46393099999999998,2.1759339999999999e-72,6.1150199999999996e-05,329
0.46557100000000001,2.9552179999999998e-72,6.1583120000000005e-05,330
0.46721000000000001,3.7340270000000002e-72,6.2017569999999999e-05,331
0.46884900000000002,4.5128360000000002e-72,6.2453540000000004e-05,332
0.47023510000000002,5.1714829999999997e-72,6.2823309999999999e-05,333
0.47048899999999999,6.6340329999999998e-72,6.2891039999999994e-05,334
0.47212799999999999,1.607588e-71,6.3330069999999997e-05,335
0.47376699999999999,2.5517729999999998e-71,6.3770629999999998e-05,336
0.47540700000000002,3.4965340000000001e-71,6.4212709999999997e-05,337
0.47704600000000003,4.4407179999999998e-71,6.4656319999999994e-05,338
0.47868500000000003,5.3849029999999998e-71,6.5101460000000004e-05,339
0.4802401,6.280767e-71,6.5524999999999994e-05,340
0.480325,6.8617950000000001e-71,6.5548119999999998e-05,341
0.481964,1.8081240000000001e-70,6.5996310000000004e-05,342
0.48360300000000001,2.930068e-70,6.6446029999999996e-05,343
0.48524299999999998,4.0526969999999997e-70,6.6897269999999999e-05,344
0.48688199999999998,5.1746420000000001e-70,6.7350050000000001e-05,345
0.48852099999999998,6.2965860000000003e-70,6.7804350000000001e-05,346
0.49016100000000001,7.419215e-70,6.8260169999999999e-05,347
0.49024509999999999,7.4767990000000006e-70,6.8283650000000001e-05,348
0.49180000000000001,1.9873059999999999e-69,6.8717519999999995e-05,349
0.49343900000000002,3.2940000000000002e-69,6.9176400000000004e-05,350
0.49507899999999999,4.60149e-69,6.9636809999999998e-05,351
0.49671799999999999,5.9081829999999997e-69,7.0098750000000004e-05,352
0.49835699999999999,7.2148760000000004e-69,7.0562209999999994e-05,353
0.49999700000000002,8.522367e-69,7.1027199999999997e-05,354
0.50025010000000003,8.7241710000000005e-69,7.1099249999999995e-05,355
0.50163599999999997,2.1336890000000002e-68,7.1493709999999997e-05,356
0.50327500000000003,3.625327e-68,7.1961759999999997e-05,357
0.504915,5.1178750000000002e-68,7.2431329999999994e-05,358
0.50655399999999995,6.6095140000000003e-68,7.2902420000000003e-05,359
0.50819400000000003,8.1020620000000006e-68,7.3375049999999998e-05,360
0.50983299999999998,9.5937000000000003e-68,7.3849200000000004e-05,361
0.51025509999999996,9.9778739999999999e-68,7.3971709999999996e-05,362
0.51147200000000004,2.236888e-67,7.4324869999999995e-05,363
0.51311200000000001,3.9068460000000001e-67,7.4802079999999999e-05,364
0.51475099999999996,5.5757849999999999e-67,7.528081e-05,365
0.51639000000000002,7.2447239999999996e-67,7.576107e-05,366
0.51802999999999999,8.9146819999999998e-67,7.6242859999999999e-05,367
0.51966900000000005,1.058362e-66,7.6726169999999995e-05,368
0.5202601,1.118555e-66,7.6901040000000004e-05,369
0.52130799999999999,2.2886809999999999e-66,7.7211010000000004e-05,370
0.52294799999999997,4.1200219999999999e-66,7.7697379999999998e-05,371
0.52458700000000003,5.9502460000000002e-66,7.8185270000000003e-05,372
0.52622599999999997,7.7804700000000005e-66,7.8674689999999993e-05,373
0.52786599999999995,9.611811000000001e-66,7.9165639999999996e-05,374
0.529505,1.144203e-65,7.9658119999999997e-05,375
0.53026510000000004,1.229085e-65,7.9887230000000005e-05,376
0.53114399999999995,2.2839549999999999e-65,8.0152119999999996e-05,377
0.53278400000000004,4.2523809999999999e-65,8.0647649999999993e-05,378
0.53442299999999998,6.2196069999999996e-65,8.1144710000000003e-05,379
0.53606200000000004,8.1868330000000002e-65,8.1643289999999997e-05,380
0.53770200000000001,1.015526e-64,8.2143400000000004e-05,381
0.53934099999999996,1.212248e-64,8.2645039999999995e-05,382
0.54027009999999998,1.3237690000000001e-64,8.293028e-05,383
0.54098000000000002,2.2213769999999998e-64,8.3148209999999999e-05,384
0.54261999999999999,4.2951200000000002e-64,8.36529e-05,385
0.54425900000000005,6.3675979999999997e-64,8.415912e-05,386
0.54589799999999999,8.4400760000000005e-64,8.4666859999999998e-05,387
0.54753799999999997,1.0513819999999999e-63,8.5176139999999995e-05,388
0.54917700000000003,1.25863e-63,8.5686940000000004e-05,389
0.55027510000000002,1.3974870000000001e-63,8.6030200000000002e-05,390
0.55081599999999997,2.103672e-63,8.6199259999999997e-05,391
0.55245599999999995,4.2449649999999999e-63,8.6713120000000003e-05,392
0.554095,6.3849509999999997e-63,8.8227930000000005e-05,393
0.55573399999999995,8.5249380000000002e-63,8.9759590000000006e-05,394
0.55737400000000004,1.0666229999999999e-62,9.1286350000000004e-05,395
0.55901299999999998,1.2806220000000001e-62,9.2808199999999997e-05,396
0.56028009999999995,1.4460679999999999e-62,9.3980980000000006e-05,397
0.56065200000000004,1.9374480000000001e-62,9.4325149999999999e-05,398
0.56229200000000001,4.1045619999999997e-62,9.5837189999999997e-05,399
0.56393099999999996,6.2703540000000004e-62,9.7344330000000005e-05,400
0.56557000000000002,8.4361470000000008e-62,9.8846569999999994e-05,401
0.56720999999999999,1.0603260000000001e-61,0.00010034390000000001,402
0.56884900000000005,1.276905e-61,0.0001018363,403
0.57028509999999999,1.466679e-61,0.0001031397,404
0.570488,1.7325789999999999e-61,0.0001033238,405
0.57212799999999997,3.88225e-61,0.00010480649999999999,406
0.57376700000000003,6.0306100000000002e-61,0.0001062842,407
0.57540599999999997,8.1789699999999996e-61,0.00010775700000000001,408
0.57704599999999995,1.032864e-60,0.00010922490000000001,409
0.578685,1.2477000000000001e-60,0.0001106879,410
0.58029010000000003,1.4580979999999999e-60,0.0001121159,411
0.58032399999999995,1.5012430000000001e-60,0.00011214600000000001,412
0.58196400000000004,3.5912410000000002e-60,0.00011359919999999999,413
0.58360299999999998,5.6799639999999998e-60,0.00011504750000000001,414
0.58524200000000004,7.768687e-60,0.00011649080000000001,415
0.58688200000000001,9.8586849999999998e-60,0.0001179293,416
0.58852099999999996,1.1947410000000001e-59,0.0001193629,417
0.59016000000000002,1.403613e-59,0.0001207916,418
0.59029509999999996,1.420836e-59,0.0001209089,419
0.59179999999999999,3.2483180000000002e-59,0.0001222153,420
0.59343900000000005,5.2387080000000002e-59,0.0001236342,421
0.595078,7.2290969999999998e-59,0.00012504810000000001,422
0.59671799999999997,9.2207009999999996e-59,0.0001264572,423
